,package,github repository,license
6381,accumulation-tree,tkluck/accumulation_tree,['MIT License']
6382,products-cmfdifftool,plone/Products.CMFDiffTool,['GNU General Public License (GPL)']
6383,satella,piotrmaslanka/satella,['MIT License']
6384,buildozer,kivy/buildozer,['Unavailable']
6385,astmonkey,mutpy/astmonkey,['Apache Software License']
6386,django-angular,jrief/django-angular,['MIT License']
6387,idutils,inveniosoftware/idutils,['Unavailable']
6388,watchgod,samuelcolvin/watchfiles,['MIT License']
6389,psycopg2,psycopg/psycopg2,['GNU Library or Lesser General Public License (LGPL)']
6390,invenio-mail,inveniosoftware/invenio-mail,['Unavailable']
6391,rpdb,Unavailable,['ISC License (ISCL)']
6392,embypy,Unavailable,['GNU Lesser General Public License v3 (LGPLv3)']
6393,include,maxfischer2781/include,['Unavailable']
6394,feeluown,feeluown/FeelUOwn,['GNU General Public License v3 (GPLv3)']
6395,blazeform,blazelibs/blazeform,['BSD License']
6396,bravado-core,Yelp/bravado-core,['BSD License']
6397,cosmic-ray,Unavailable,['MIT License']
6398,pysyncthru,nielstron/pysyncthru,['MIT License']
6399,avendesora,kenkundert/avendesora,['GNU General Public License v3 or later (GPLv3+)']
6400,yeelight,Unavailable,['BSD License']
6401,azure-mgmt-servicefabric,Azure/azure-sdk-for-python,['MIT License']
6402,pybigquery,googleapis/python-bigquery-sqlalchemy,['MIT License']
6403,xstatic-filesaver,eligrey/FileSaver.js,['Unavailable']
6404,env,kennethreitz/env,['BSD License']
6405,tabulate,astanin/python-tabulate,['MIT License']
6406,python2-secrets,scaleway/python2-secrets,['BSD License']
6407,djangocms-googlemap,django-cms/djangocms-googlemap,['BSD License']
6408,ask-sdk-dynamodb-persistence-adapter,alexa/alexa-skills-kit-sdk-for-python,['Apache Software License']
6409,python-rocksdb,twmht/python-rocksdb,['Unavailable']
6410,django-opentracing,opentracing-contrib/python-django,['BSD License']
6411,mastodon-py,halcy/Mastodon.py,['MIT License']
6412,volkswagencarnet,robinostlund/volkswagencarnet,['GNU General Public License v3 (GPLv3)']
6413,django-storages,jschneier/django-storages,['BSD License']
6414,cadcutils,Unavailable,['GNU Affero General Public License v3']
6415,py-lru-cache,stucchio/Python-LRU-cache,['Unavailable']
6416,mxnet-cu90mkl,apache/incubator-mxnet,['Apache Software License']
6417,chaostoolkit-kubernetes,chaostoolkit/chaostoolkit-kubernetes,"['Freely Distributable', 'Apache Software License']"
6418,nsepy,swapniljariwala/nsepy,['Unavailable']
6419,bonobo,python-bonobo/bonobo,['Apache Software License']
6420,genice,vitroid/GenIce,['Unavailable']
6421,vt,doomedraven/VirusTotalApi,['Unavailable']
6422,alphalens,quantopian/alphalens,['Apache Software License']
6423,certbot-apache,certbot/certbot,['Apache Software License']
6424,ipython-unittest,JoaoFelipe/ipython-unittest,['MIT License']
6425,dkvtools,Unavailable,['BSD License']
6426,fluiddyn,conda-forge/fluiddyn-feedstock,['BSD License']
6427,colored-traceback,Unavailable,['ISC License (ISCL)']
6428,aws-amicleaner,bonclay7/aws-amicleaner,['MIT License']
6429,peek-platform,Unavailable,['Unavailable']
6430,appier,Unavailable,['Apache Software License']
6431,measurement,Unavailable,['MIT License']
6432,python-ldap,Unavailable,['Python Software Foundation License']
6433,azure-mgmt-notificationhubs,Azure/azure-sdk-for-python,['MIT License']
6434,pyorient,Unavailable,['Unavailable']
6435,js2xml,scrapinghub/js2xml,['MIT License']
6436,service-factory,proofit404/service-factory,['GNU General Public License v3 (GPLv3)']
6437,coverage2clover,tumb1er/coverage2clover,['Unavailable']
6438,django-task,morlandi/django-task,['BSD License']
6439,q,Unavailable,['Apache Software License']
6440,catt,skorokithakis/catt,"['BSD License', 'Other/Proprietary License']"
6441,pyxnat,pyxnat/pyxnat,['BSD License']
6442,simplejson,simplejson/simplejson,"['Academic Free License (AFL)', 'MIT License']"
6443,vlcp,Unavailable,['Unavailable']
6444,requests,psf/requests,['Apache Software License']
6445,flask-xxl,Unavailable,['Unavailable']
6446,pyspark,apache/spark,['Apache Software License']
6447,pip,pypa/pip,['MIT License']
6448,pinax-referrals,Unavailable,['MIT License']
6449,wagtailcodeblock,FlipperPA/wagtailcodeblock,['BSD License']
6450,stata-kernel,kylebarron/stata_kernel,['GNU General Public License v3 (GPLv3)']
6451,django-admin-sortable,iambrandontaylor/django-admin-sortable,['Apache Software License']
6452,telnetlib3,Unavailable,['ISC License (ISCL)']
6453,pushjack,dgilland/pushjack,['MIT License']
6454,atomium,Unavailable,['MIT License']
6455,yacs,rbgirshick/yacs,['Apache Software License']
6456,ec2-api,Unavailable,['Apache Software License']
6457,crosspm,devopshq/crosspm.git,['MIT License']
6458,flufl-i18n,Unavailable,['Apache Software License']
6459,django-mongodb-engine,Unavailable,['BSD License']
6460,altunityrunner,Unavailable,['GNU General Public License v3 (GPLv3)']
6461,testpath,jupyter/testpath,['BSD License']
6462,autologging,Unavailable,['MIT License']
6463,toga-gtk,beeware/toga,['BSD License']
6464,vsc-base,hpcugent/vsc-base,['GNU Lesser General Public License v2 or later (LGPLv2+)']
6465,wirelesstagpy,sergeymaysak/wirelesstagpy,['MIT License']
6466,trytond-product-cost-fifo,Unavailable,['GNU General Public License v3 or later (GPLv3+)']
6467,ndlib,GiulioRossetti/ndlib,['BSD License']
6468,bibtexparser,sciunto-org/python-bibtexparser,['Unavailable']
6469,django-sendsms,Unavailable,['BSD License']
6470,immobilus,pokidovea/immobilus,['Apache Software License']
6471,importmagic,Unavailable,['Unavailable']
6472,mappyfile,Unavailable,['MIT License']
6473,git-up,msiemens/PyGitUp,['MIT License']
6474,robinhood-aiokafka,Unavailable,['Apache Software License']
6475,mammoth,mwilliamson/python-mammoth,['BSD License']
6476,checkout-sdk,checkout/checkout-sdk-python,['MIT License']
6477,sty,feluxe/sty,['Unavailable']
6478,qtconsole,Unavailable,['BSD License']
6479,lunardate,lidaobing/python-lunardate,['GNU General Public License (GPL)']
6480,ez,Unavailable,['GNU General Public License v3 or later (GPLv3+)']
6481,pyocr,Unavailable,['Unavailable']
6482,gpiozero,gpiozero/gpiozero,['BSD License']
6483,cosmos,Unavailable,['MIT License']
6484,django-composite-foreignkey,onysos/django-composite-foreignkey,['GNU General Public License v3 (GPLv3)']
6485,simpeg,simpeg/simpeg,['MIT License']
6486,gatt,getsenic/gatt-python,['Unavailable']
6487,cacheout,dgilland/cacheout,['MIT License']
6488,gsd,glotzerlab/gsd,['BSD License']
6489,sphinxcontrib-versioning,Robpol86/sphinxcontrib-versioning,['MIT License']
6490,evrm,bthate/evrm,['Public Domain']
6491,emrt-necd-content,eea/emrt.necd.content,['Unavailable']
6492,python-kemptech-api,Unavailable,['Apache Software License']
6493,fitsio,esheldon/fitsio,['GNU General Public License (GPL)']
6494,eia-python,mra1385/eia-python,['Unavailable']
6495,sanic-cors,ashleysommer/sanic-cors,['MIT License']
6496,productmd,release-engineering/productmd,['Unavailable']
6497,carrot,Unavailable,['BSD License']
6498,weasyprint,Kozea/WeasyPrint,['BSD License']
6499,braceexpand,trendels/braceexpand,['MIT License']
6500,rdflib,RDFLib/rdflib,['BSD License']
6501,donald,klen/donald,['MIT License']
6502,pymunk,Unavailable,['MIT License']
6503,cenpy,cenpy-devs/cenpy,['BSD License']
6504,python-daemon,Unavailable,['Apache Software License']
6505,iotile-core,iotile/coretools,['GNU Library or Lesser General Public License (LGPL)']
6506,treetaggerwrapper,Unavailable,['GNU General Public License (GPL)']
6507,pyfido,Unavailable,['Unavailable']
6508,tcex,ThreatConnect-Inc/tcex,['Apache Software License']
6509,voluptuous-serialize,Unavailable,['Unavailable']
6510,numpy-indexed,EelcoHoogendoorn/Numpy_arraysetops_EP,['Freely Distributable']
6511,freeopcua,Unavailable,['Unavailable']
6512,haigha,agoragames/haigha,['BSD License']
6513,camelcase,Unavailable,['Unavailable']
6514,aldryn-translation-tools,aldryn/aldryn-translation-tools,['BSD License']
6515,django-npm,kevin1024/django-npm,['MIT License']
6516,django-pymess,druids/django-pymess,['BSD License']
6517,ffn,pmorissette/ffn,['Unavailable']
6518,guessit,Unavailable,['GNU Lesser General Public License v3 (LGPLv3)']
6519,sewer,komuw/sewer,['MIT License']
6520,azure-kusto-data,Azure/azure-kusto-python,['MIT License']
6521,quadprog,quadprog/quadprog,['GNU General Public License v2 or later (GPLv2+)']
6522,trytond-sale-shipment-cost,Unavailable,['GNU General Public License v3 or later (GPLv3+)']
6523,pycapnp,Unavailable,['BSD License']
6524,telethon,LonamiWebs/Telethon,['MIT License']
6525,tinyscript,dhondta/python-tinyscript,['GNU General Public License v3 or later (GPLv3+)']
6526,k3d,Unavailable,['MIT License']
6527,five-intid,plone/five.intid,['Zope Public License']
6528,django-gravatar2,twaddington/django-gravatar,['MIT License']
6529,lollipop,maximkulkin/lollipop,['MIT License']
6530,pylxd,Unavailable,['Apache Software License']
6531,invenio-oauthclient,inveniosoftware/invenio-oauthclient,['Unavailable']
6532,pymodm,Unavailable,['Apache Software License']
6533,aiocron,gawel/aiocron,['MIT License']
6534,mpldatacursor,joferkington/mpldatacursor,['Unavailable']
6535,dnspython3,Unavailable,['Freeware']
6536,clkhash,data61/clkhash,"['Apache Software License', 'Other/Proprietary License']"
6537,backend-ai-common,lablup/backend.ai,['GNU Lesser General Public License v3 or later (LGPLv3+)']
6538,dopamine-rl,google/dopamine,['Apache Software License']
6539,zope-datetime,Unavailable,['Zope Public License']
6540,jasmine-core,Unavailable,['MIT License']
6541,changelog-cli,mc706/changelog-cli,['Unavailable']
6542,nfcpy,nfcpy/nfcpy,['European Union Public Licence 1.1 (EUPL 1.1)']
6543,django-threadedcomments,HonzaKral/django-threadedcomments,['BSD License']
6544,alabaster,bitprophet/alabaster,['BSD License']
6545,django-password-policies,tarak/django-password-policies,['BSD License']
6546,erppeek,Unavailable,['BSD License']
6547,cryptocmd,guptarohit/cryptoCMD,['BSD License']
6548,thrift-sasl,cloudera/thrift_sasl,['Unavailable']
6549,pdftotext,jalan/pdftotext,['Unavailable']
6550,chromedriver-binary,danielkaiser/python-chromedriver-binary,['MIT License']
6551,django-mail-queue,Unavailable,['MIT License']
6552,flent,Unavailable,['GNU General Public License v3 or later (GPLv3+)']
6553,modoboa-radicale,Unavailable,['MIT License']
6554,django-fancy-cache,peterbe/django-fancy-cache,['BSD License']
6555,papermill,nteract/papermill,['BSD License']
6556,django-bitfield,disqus/django-bitfield,['Unavailable']
6557,hapic,algoo/hapic,['Unavailable']
6558,zou,Unavailable,['Unavailable']
6559,azure-mgmt-scheduler,Azure/azure-sdk-for-python,['MIT License']
6560,rocket-python,Pipoline/rocket-python,['MIT License']
6561,libcnmc,Unavailable,['Unavailable']
6562,pyppeteer,pyppeteer/pyppeteer,['MIT License']
6563,bacpypes,JoelBender/bacpypes,['BSD License']
6564,pymonkey,asottile/pymonkey,['MIT License']
6565,aiodocker,aio-libs/aiodocker,['MIT License']
6566,edt,seung-lab/euclidean-distance-transform-3d,['GNU General Public License v3 (GPLv3)']
6567,django-controlcenter,byashimov/django-controlcenter,['BSD License']
6568,certbot-nginx,certbot/certbot,['Apache Software License']
6569,django-cassandra-engine,r4fek/django-cassandra-engine,"['BSD License', 'Other/Proprietary License']"
6570,mail,Unavailable,['GNU Affero General Public License v3']
6571,scrapinghub-entrypoint-scrapy,Unavailable,['BSD License']
6572,owlmixin,tadashi-aikawa/owlmixin,['MIT License']
6573,csvsort,richardpenman/csvsort,['Unavailable']
6574,azure-cli,Azure/azure-cli,['MIT License']
6575,unicodecsv,jdunck/python-unicodecsv,['BSD License']
6576,plone-formwidget-recurrence,plone/plone.formwidget.recurrence,['GNU General Public License (GPL)']
6577,jeepney,Unavailable,['MIT License']
6578,collective-documentgenerator,Unavailable,['GNU General Public License (GPL)']
6579,python-http-client,sendgrid/python-http-client,['Unavailable']
6580,django-bootstrap-breadcrumbs,Unavailable,['MIT License']
6581,pytest-watch,Unavailable,['Unavailable']
6582,django-dbsettings,Unavailable,['BSD License']
6583,ibm-cos-sdk-core,ibm/ibm-cos-sdk-python-core,['Apache Software License']
6584,decorators,Unavailable,['MIT License']
6585,teamscale-client,cqse/teamscale-client-python,['Unavailable']
6586,pyecharts-jupyter-installer,pyecharts/pyecharts-jupyter-installer,['Unavailable']
6587,aws,eofs/aws,['BSD License']
6588,stdlib-list,pypi/stdlib-list,['Unavailable']
6589,osc-lib,Unavailable,['Apache Software License']
6590,psycopg2cffi,Unavailable,['GNU Library or Lesser General Public License (LGPL)']
6591,vtk,Unavailable,['BSD License']
6592,crabpy,Unavailable,['MIT License']
6593,fire,google/python-fire,['Apache Software License']
6594,apiutil,Unavailable,['MIT License']
6595,flake8-commas,PyCQA/flake8-commas,['MIT License']
6596,pypresence,qwertyquerty/pypresence,['MIT License']
6597,onegov-search,Unavailable,['GNU General Public License v2 (GPLv2)']
6598,counter,KelSolaar/Counter,['MIT License']
6599,eliot,itamarst/eliot,['Apache Software License']
6600,file-read-backwards,RobinNil/file_read_backwards,['MIT License']
6601,pystan,stan-dev/pystan,"['OSI Approved', 'ISC License (ISCL)']"
6602,pyoffers,Stranger6667/pyoffers,['MIT License']
6603,umodbus,AdvancedClimateSystems/umodbus,['Mozilla Public License 2.0 (MPL 2.0)']
6604,jsbeautifier,Unavailable,['Unavailable']
6605,azureml-pipeline,Unavailable,['Other/Proprietary License']
6606,netpyne,Neurosim-lab/netpyne,['MIT License']
6607,petastorm,uber/petastorm,['Apache Software License']
6608,bkzep,zjffdu/bkzep,['Unavailable']
6609,pygresql,PyGreSQL/PyGreSQL,['PostgreSQL License']
6610,waterfurnace,sdague/waterfurnace,['Apache Software License']
6611,neurio,jordanh/neurio-python,['Unavailable']
6612,mopidy-spotify,mopidy/mopidy-spotify,['Apache Software License']
6613,circuits,Unavailable,['MIT License']
6614,gmpy,Unavailable,['Unavailable']
6615,django-modern-rpc,alorence/django-modern-rpc,['MIT License']
6616,pyobjc-framework-instantmessage,ronaldoussoren/pyobjc,['MIT License']
6617,dojson,Unavailable,['BSD License']
6618,async-upnp-client,StevenLooman/async_upnp_client,['Apache Software License']
6619,authomatic,authomatic/authomatic,['MIT License']
6620,fair,OMS-NetZero/FAIR,['Apache Software License']
6621,flake8-future-import,xZise/flake8-future-import,['MIT License']
6622,jupytils,sada-narayanappa/PyUtils.git,['MIT License']
6623,django-star-ratings,wildfish/django-star-ratings,['BSD License']
6624,pyexcel-io,pyexcel/pyexcel-io,['BSD License']
6625,aws-mfa,broamski/aws-mfa,['Unavailable']
6626,django-bulma,Unavailable,"['Apache Software License', 'MIT License']"
6627,easyquotation,shidenggui/easyquotation,['BSD License']
6628,os-collect-config,Unavailable,['Apache Software License']
6629,jupyterhub-kubespawner,jupyterhub/kubespawner,['Unavailable']
6630,lightgbm,Unavailable,['MIT License']
6631,query-string,andrewp-as-is/query-string.py,['Public Domain']
6632,fintech,Unavailable,['Free To Use But Restricted']
6633,pyravendb,ravendb/RavenDB-Python-Client,['Unavailable']
6634,sdcclient,Unavailable,['MIT License']
6635,k8s,fiaas/k8s,['Apache Software License']
6636,phe,data61/python-paillier,['GNU General Public License v3 (GPLv3)']
6637,python-consul,cablehead/python-consul,['MIT License']
6638,signalfx,signalfx/signalfx-python,['Unavailable']
6639,eyes-selenium,applitools/eyes.sdk.javascript1,['Unavailable']
6640,zope-proxy,zopefoundation/zope.proxy,['Zope Public License']
6641,trytond-account-payment,Unavailable,['GNU General Public License v3 or later (GPLv3+)']
6642,mtcnn,Unavailable,['Unavailable']
6643,ascii,mkaminsky11/ascii,['Unavailable']
6644,indy-node-dev,hyperledger/indy-node,['Unavailable']
6645,django-froala-editor,Unavailable,['BSD License']
6646,orca,udst/orca,['BSD License']
6647,plim,avanov/Plim,"['OSI Approved', 'MIT License']"
6648,flask-admin,flask-admin/flask-admin,['BSD License']
6649,xmlsec,mehcode/python-xmlsec,['MIT License']
6650,pytradfri,home-assistant-libs/pytradfri,['Unavailable']
6651,wand,emcconville/wand,['MIT License']
6652,jinja2-pluralize,audreyr/jinja2_pluralize,['BSD License']
6653,pyicu-binary,Unavailable,['OSI Approved']
6654,chroma-py,jakubsvehla/chroma-py,['Unavailable']
6655,newsworthycharts,jplusplus/newsworthycharts,['Unavailable']
6656,vos,opencadc/vostools,['GNU Affero General Public License v3']
6657,django-dynamic-db-router,ambitioninc/django-dynamic-db-router,['MIT License']
6658,json-e,Unavailable,['Unavailable']
6659,dockerpty,d11wtq/dockerpty,['Apache Software License']
6660,oslo-db,Unavailable,['Apache Software License']
6661,geopy,geopy/geopy,['MIT License']
6662,conan-sword-and-sorcery,Unavailable,['MIT License']
6663,python-editor,fmoo/python-editor,['Apache Software License']
6664,distconfig,Unavailable,['Apache Software License']
6665,oauthenticator,Unavailable,['BSD License']
6666,dez,Unavailable,['MIT License']
6667,systest,eerimoq/systest,['MIT License']
6668,graffiti-monkey,Answers4AWS/graffiti-monkey,['Unavailable']
6669,z3c-jbot,zopefoundation/z3c.jbot,['Zope Public License']
6670,pypssl,adulau/crl-monitor,"['GNU General Public License v3 (GPLv3)', 'Other/Proprietary License']"
6671,fava,beancount/fava,['MIT License']
6672,hyperspy,hyperspy/hyperspy,['GNU General Public License v3 (GPLv3)']
